0	CHEMBL445813
1	FLT1
2	CHEMBL386051
3	TRKA
4	CHEMBL939
5	MERTK
6	CHEMBL338448
7	PAK6
8	CHEMBL1173655
9	PIK3CA(Q546K)
10	RSK3(KinDom.2-C-terminal)
11	CHEMBL574738
12	CAMKK2
13	CHEMBL573339
14	GRK4
15	CHEMBL494089
16	CAMKK1
17	SRC
18	CHEMBL129198
19	IKK-beta
20	CHEMBL521851
21	JAK1(JH2domain-pseudokinase)
22	CHEMBL477772
23	AURKB
24	CHEMBL1421
25	MTOR
26	MAP4K3
27	CHEMBL1795071
28	NEK5
29	CHEMBL288441
30	RAF1
31	EPHB2
32	CHEMBL377300
33	GAK
34	CHEMBL553
35	ERK2
36	CHEMBL1521934
37	RIOK3
38	CHEMBL601719
39	MUSK
40	CHEMBL471496
41	ACVR2B
42	CHEMBL572881
43	NEK7
44	CHEMBL101253
45	AKT3
46	CHEMBL259084
47	PLK1
48	CHEMBL1336
49	TLK2
50	CHEMBL24828
51	TAOK1
52	CHEMBL124660
53	PIP5K2C
54	HIPK3
55	ACVR2A
56	CSNK1E
57	CHEMBL491473
58	LATS2
59	FLT3(R834Q)
60	CHEMBL608154
61	ICK
62	CHEMBL5303414
63	CHEMBL1908391
64	CHEMBL119385
65	CSNK1G2
66	CHEMBL1614701
67	MST2
68	CHEMBL230011
69	TAOK2
70	TIE2
71	CHEMBL558752
72	ABL1p
73	CHEMBL105442
74	BRAF(V600E)
75	DRAK2
76	ZAK
77	CHEMBL502835
78	p38-gamma
79	CSK
80	CHEMBL3988893
81	VRK2
82	CHEMBL31965
83	EPHB4
84	SRPK3
85	CHEMBL603469
86	SRMS
87	CHEMBL296468
88	RSK4(KinDom.2-C-terminal)
89	CHEMBL10
90	MYO3A
91	EPHA8
92	PFTK1
93	CHEMBL379218
94	GCN2(KinDom2S808G)
95	CHEMBL513909
96	ROS1
97	PFPK5(Pfalciparum)
98	MRCKA
99	HUNK
100	CHEMBL180022
101	ADCK4
102	FGFR4
103	INSRR
104	CHEMBL1289926
105	KIT(V559D-V654A)
106	ERBB3
107	p38-beta
108	CHEMBL103667
109	TYK2(JH2domain-pseudokinase)
110	CDKL2
111	CHEMBL1287853
112	RSK1(KinDom.2-C-terminal)
113	CHEMBL261849
114	HIPK4
115	EGFR(T790M)
116	CHEMBL554
117	LRRK2(G2019S)
118	EPHA2
119	FES
120	GRK1
121	CHEMBL1230609
122	ROCK1
123	CHEMBL509032
124	FGFR3(G697C)
125	NDR1
126	MARK3
127	ROCK2
128	CHEMBL941
129	CHEMBL525191
130	S6K1
131	PFCDPK1(Pfalciparum)
132	FLT4
133	CHEMBL91829
134	HPK1
135	SIK2
136	PKN2
137	p38-delta
138	CHEMBL450786
139	ERK1
140	CHEMBL255863
141	DDR1
142	CAMK2D
143	PLK2
144	RPS6KA5(KinDom.2-C-terminal)
145	CDK3
146	YES
147	CDKL5
148	DMPK
149	PKAC-alpha
150	PAK2
151	PIK3CB
152	CASK
153	BRK
154	CHEMBL221959
155	OSR1
156	ULK2
157	CHEMBL576982
158	TLK1
159	EPHA7
160	MAP3K4
161	MAP3K2
162	PYK2
163	ALK
164	CHEMBL4297063
165	PKAC-beta
166	PRKCH
167	PIK3CG
168	MLK2
169	ADCK3
170	CAMK2B
171	PHKG2
172	CHEMBL535
173	ACVRL1
174	ITK
175	ARK5
176	TGFBR2
177	CHEMBL1236107
178	PLK4
179	CDK2
180	EPHB1
181	DAPK1
182	MARK4
183	STK35
184	CDK7
185	DRAK1
186	AKT1
187	JAK3(JH1domain-catalytic)
188	PLK3
189	176167
190	MAP3K3
191	PAK3
192	RSK2(KinDom.1-N-terminal)
193	CHEMBL223360
194	ZAP70
195	PRKD2
196	SGK3
197	CHEMBL1908397
198	JNK2
199	AXL
200	FGR
201	MYLK4
202	RIOK1
203	CTK
204	PRKG2
205	ASK2
206	MAST1
207	STK39
208	TNK1
209	EPHA1
210	MAP4K2
211	CHEMBL215152
212	FAK
213	MKNK1
214	LTK
215	RET(V804M)
216	LZK
217	CLK1
218	IRAK3
219	STK33
220	TBK1
221	MLCK
222	MAP4K4
223	CDC2L1
224	TGFBR1
225	CHEMBL428690
226	IRAK1
227	PRKCQ
228	MAP4K5
229	MST1R
230	TYRO3
231	EIF2AK1
232	MAP3K1
233	MET(Y1235D)
234	CHEMBL572878
235	PCTK2
236	CAMK4
237	BMX
238	ERN1
239	PIK3C2G
240	HIPK2
241	PRKX
242	CAMK1
243	JNK1
244	MYLK
245	STK36
246	PIP5K2B
247	SIK
248	DCAMKL1
249	MST4
250	EPHB3
251	PHKG1
252	NLK
253	ACVR1
254	NEK9
255	ACVR1B
256	DLK
257	CHEMBL1230020
258	PIK3CD
259	MRCKB
260	DYRK1B
261	DCAMKL3
262	WEE2
263	CHEMBL388978
264	PRKCI
265	YANK2
266	MST1
267	FER
268	LYN
269	ANKK1
270	NEK2
271	FYN
272	PAK7
273	TAOK3
274	PDPK1
275	AKT2
276	NEK11
277	TIE1
278	AMPK-alpha1
279	MAK
280	TXK
281	CDK8
282	ERBB4
283	ERK8
284	PRP4
285	STK16
286	NEK6
287	PRKG1
288	TNNI3K
289	CSNK1A1L
290	PKNB(Mtuberculosis)
291	BRSK1
292	PIM2
293	DYRK2
294	MEK6
295	CLK2
296	MEK3
297	SNRK
298	BRSK2
299	LIMK1
300	MAPKAPK2
301	LIMK2
302	MST3
303	GRK7
304	CSNK1G3
305	RIPK5
306	CDK9
307	AURKC
308	MELK
309	CSNK1A1
310	PAK4
311	CAMK2A
312	PIM1
313	IKK-alpha
314	PIP5K1C
315	MKNK2
316	TESK1
317	SBK1
318	CDK4-cyclinD3
319	MYO3B
320	MYLK2
321	NIM1
322	TRKC
323	PCTK1
324	CSNK2A1
325	MEK2
326	VEGFR2
327	EPHA3
328	MLK1
329	DAPK3
330	CDC2L5
331	RPS6KA4(KinDom.2-C-terminal)
332	MLK3
333	FGFR2
334	MARK2
335	PKN1
336	PDGFRB
337	ERBB2
338	YANK1
339	CSNK2A2
340	YSK1
341	AURKA
342	PIK3C2B
343	QSK
344	CHEK2
345	CLK4
346	PAK1
347	MEK4
348	CAMK2G
349	TAK1
350	TSSK1B
351	ASK1
352	MEK5
353	PDGFRA
354	MINK
355	PRKCD
356	BMPR1B
357	CAMK1G
358	YANK3
359	TTK
360	TRKB
361	IRAK4
362	HCK
363	SYK
364	EPHA6
365	SRPK1
366	WEE1
367	JAK2(JH1domain-catalytic)
368	TEC
369	MARK1
370	FGFR1
371	CLK3
372	BIKE
373	EPHB6
374	SNARK
375	CDK5
376	CIT
377	ULK1
378	RIPK1
379	PIK4CB
380	ULK3
381	ABL2
382	RIOK2
383	NDR2
384	ERK4
385	CDK11
386	EPHA5
387	NEK3
388	BMPR2
389	LATS1
390	ERK3
391	INSR
392	RIPK2
393	IGF1R
394	DMPK2
395	NEK4
396	LKB1
397	CAMK1D
398	PIM3
399	PRKR
400	CSNK1D
401	PRKD3
402	NEK1
403	BMPR1A
404	SgK110
405	p38-alpha
406	MAP3K15
407	YSK4
408	PCTK3
409	IKK-epsilon
410	PRKCE
411	MEK1
412	HIPK1
413	SRPK2
414	BTK
415	PRKD1
416	DAPK2
417	PKMYT1
418	CDC2L2
419	MAPKAPK5
420	PFTAIRE2
421	MKK7
422	CDKL3
423	JNK3
424	AAK1
425	EPHA4
426	DYRK1A
427	AMPK-alpha2
428	TNK2
429	DCAMKL2
430	DDR2
431	GSK3A
432	TRPM6
433	CHEK1
434	CSF1R
435	LOK
436	GSK3B
437	CDKL1
438	LCK
439	SLK
440	ERK5
441	PIP5K1A
442	CSNK1G1
443	FRK
444	TNIK
445	RIPK4
446	BLK
